student_id,attendance_pct,internal_marks_avg,prev_semester_pct,cgpa,backlogs,assignment_submission_rate,lms_login_freq_per_week,library_visits_per_month,extracurricular_participation,family_income_monthly,first_generation_learner,distance_from_college_km,scholarship_status,fee_due,fee_delay_days,gender,category,hostel_or_dayscholar,dropout
STU1213,87.8,51.9,32.3,3.23,0,48.1,4,7,0,29440.0,1,51.9,0,1,38,Female,OBC,Day Scholar,1
STU1214,73.3,51.5,62.7,6.27,3,80.2,4,4,0,37924.0,1,2.1,0,1,45,Female,OBC,Day Scholar,0
STU1215,89.4,64.8,70.9,7.09,1,75.1,5,4,0,5000.0,1,21.3,0,1,43,Male,General,Day Scholar,0
STU1216,66.4,52.1,91.7,9.17,1,66.0,4,7,0,11591.0,1,12.7,0,0,0,Female,General,Hostel,0
STU1217,74.4,58.8,54.3,5.43,1,16.9,8,5,0,9907.0,1,0.2,0,0,0,Female,SC,Day Scholar,0
STU1218,70.7,97.8,67.2,6.72,1,61.8,3,2,1,16742.0,1,34.8,1,0,0,Male,SC,Day Scholar,0
STU1219,79.2,55.6,33.1,3.31,1,81.0,5,4,1,10367.0,1,42.5,0,0,0,Male,General,Hostel,0
STU1220,100.0,53.5,23.7,2.37,1,64.0,4,2,0,26862.0,1,31.1,1,1,40,Male,OBC,Day Scholar,0
STU1221,50.0,48.3,75.5,7.55,1,70.6,3,6,0,19999.0,1,8.4,1,0,0,Male,General,Day Scholar,0
STU1222,88.3,73.4,61.9,6.19,1,100.0,5,3,0,30746.0,0,3.0,1,1,44,Male,SC,Day Scholar,1
STU1223,53.8,56.7,80.9,8.09,3,73.4,5,6,1,31946.0,0,6.0,1,0,0,Male,EWS,Day Scholar,1
STU1224,70.9,48.3,40.0,4.0,2,33.1,5,6,1,27104.0,0,11.4,0,0,0,Female,General,Hostel,0
STU1225,94.3,83.8,70.3,7.03,1,71.3,2,6,0,14743.0,0,5.7,0,0,0,Male,SC,Hostel,0
STU1226,79.0,85.6,91.9,9.19,0,77.0,4,4,0,19198.0,1,14.8,1,0,0,Female,General,Day Scholar,0
STU1227,61.8,49.2,68.7,6.87,0,58.5,4,4,1,13677.0,0,19.1,0,0,0,Male,General,Day Scholar,0
STU1228,67.3,26.4,66.4,6.64,0,89.7,7,4,0,7952.0,0,2.8,0,0,0,Male,OBC,Day Scholar,0
STU1229,88.2,78.1,62.1,6.21,4,45.8,2,1,0,31961.0,0,6.2,0,1,45,Female,OBC,Day Scholar,1
STU1230,67.0,47.7,36.9,3.69,3,72.2,3,4,0,17147.0,0,38.0,0,0,0,Male,SC,Hostel,0
STU1231,81.2,74.2,83.7,8.37,3,45.5,4,4,0,7320.0,0,3.4,1,0,0,Male,SC,Hostel,0
STU1232,78.7,24.5,52.2,5.22,0,69.1,5,4,1,24889.0,1,5.1,0,0,0,Female,EWS,Hostel,0
STU1233,68.2,76.1,70.1,7.01,1,89.2,7,2,1,15766.0,1,0.4,0,1,38,Female,OBC,Hostel,1
STU1234,100.0,38.2,37.0,3.7,3,71.8,5,1,1,5240.0,0,4.8,1,0,0,Male,OBC,Day Scholar,0
STU1235,87.5,73.2,43.1,4.31,2,70.6,3,5,0,7909.0,0,5.6,0,0,0,Female,OBC,Hostel,0
STU1236,47.6,60.3,85.0,8.5,2,75.6,2,7,1,11845.0,1,1.3,1,0,0,Male,General,Day Scholar,0
STU1237,80.8,42.8,56.4,5.64,1,76.6,5,5,0,20462.0,1,0.0,1,0,0,Male,OBC,Day Scholar,0
STU1238,68.1,52.7,85.3,8.53,2,88.9,7,6,0,28935.0,0,10.3,1,0,0,Female,SC,Day Scholar,0
STU1239,90.8,72.4,60.7,6.07,0,89.0,5,3,1,28347.0,0,4.3,0,0,0,Male,General,Day Scholar,1
STU1240,66.1,61.9,32.5,3.25,1,100.0,5,2,0,25893.0,0,0.2,1,1,45,Female,EWS,Day Scholar,0
STU1241,76.3,70.5,76.3,7.63,0,78.4,7,3,0,17666.0,0,23.6,0,0,0,Male,OBC,Day Scholar,0
STU1242,85.6,95.6,52.6,5.26,1,41.8,7,5,1,50683.0,0,10.5,0,1,36,Male,SC,Day Scholar,0
STU1243,91.0,31.8,73.2,7.32,1,92.2,10,6,1,27445.0,1,2.3,0,0,0,Male,EWS,Day Scholar,0
STU1244,60.0,89.1,62.4,6.24,1,100.0,4,6,0,20604.0,1,24.1,0,1,47,Female,OBC,Day Scholar,0
STU1245,73.0,61.9,37.3,3.73,0,100.0,4,5,0,25335.0,0,3.5,1,1,39,Male,General,Day Scholar,1
STU1246,70.9,43.8,64.6,6.46,0,100.0,0,4,0,14194.0,1,3.1,0,1,48,Male,SC,Hostel,1
STU1247,68.2,36.1,97.1,9.71,2,65.2,3,6,1,17425.0,1,27.0,0,0,0,Female,ST,Day Scholar,1
STU1248,100.0,56.6,69.9,6.99,3,78.7,3,4,0,5171.0,1,2.4,0,1,38,Female,General,Day Scholar,0
STU1249,84.1,76.6,61.1,6.11,1,69.6,2,2,1,14299.0,1,25.3,1,0,0,Male,General,Hostel,0
STU1250,59.1,57.7,79.2,7.92,2,66.9,9,4,0,51841.0,1,19.5,1,0,0,Male,General,Day Scholar,0
STU1251,91.8,87.2,65.4,6.54,0,72.7,8,4,0,19713.0,0,4.4,0,1,40,Male,General,Day Scholar,0
STU1252,100.0,33.9,65.4,6.54,0,100.0,8,3,0,19226.0,0,0.4,0,0,0,Female,EWS,Day Scholar,0
STU1253,93.5,59.8,44.5,4.45,2,43.2,4,2,0,32832.0,1,1.0,0,0,0,Female,General,Hostel,0
STU1254,55.2,37.5,65.7,6.57,1,54.9,10,4,1,22353.0,0,1.4,0,1,49,Female,SC,Hostel,1
STU1255,70.7,66.5,78.6,7.86,1,99.4,3,5,0,11250.0,1,26.6,0,0,0,Female,ST,Hostel,0
STU1256,97.0,76.0,48.6,4.86,1,100.0,2,3,0,18292.0,1,6.2,1,0,0,Male,SC,Hostel,0
STU1257,67.4,52.4,84.8,8.48,2,61.8,2,5,0,9126.0,0,0.4,0,0,0,Male,General,Day Scholar,0
STU1258,84.7,13.1,60.5,6.05,2,100.0,2,4,1,20134.0,0,9.8,0,0,0,Male,OBC,Hostel,0
STU1259,89.6,63.6,47.8,4.78,1,94.5,6,2,0,10909.0,0,2.8,1,0,0,Female,EWS,Day Scholar,0
STU1260,64.1,67.9,78.0,7.8,3,69.6,2,4,1,31476.0,0,3.2,0,0,0,Female,General,Day Scholar,0
STU1261,77.1,67.3,57.4,5.74,1,26.3,9,4,0,13278.0,0,2.1,0,1,38,Female,General,Hostel,0
STU1262,30.0,82.2,74.2,7.42,1,41.6,8,4,0,10995.0,0,17.2,1,1,47,Female,ST,Hostel,1
STU1263,62.6,40.7,57.3,5.73,0,61.8,4,6,0,16853.0,0,0.0,0,0,0,Male,OBC,Day Scholar,0
STU1264,74.2,72.2,61.0,6.1,1,90.2,4,8,0,22454.0,0,6.9,1,0,0,Male,OBC,Day Scholar,0
STU1265,59.3,81.5,69.9,6.99,0,90.3,3,0,0,8739.0,0,1.1,1,0,0,Female,EWS,Hostel,1
STU1266,100.0,28.0,66.7,6.67,3,65.7,9,3,1,13190.0,1,9.6,0,1,46,Male,SC,Hostel,1
STU1267,56.5,65.8,30.1,3.01,1,70.4,10,4,0,19208.0,1,5.1,0,1,37,Male,General,Day Scholar,0
STU1268,71.4,50.9,44.1,4.41,0,74.4,5,2,0,40256.0,1,0.3,0,0,0,Male,OBC,Hostel,0
STU1269,80.0,58.5,76.9,7.69,1,70.6,5,1,0,5000.0,0,7.4,0,1,46,Female,General,Day Scholar,0
STU1270,99.6,66.3,59.9,5.99,0,78.3,9,4,0,26085.0,1,10.1,0,0,0,Female,General,Hostel,0
STU1271,56.5,51.2,53.6,5.36,0,74.4,2,2,1,14326.0,0,3.4,0,0,0,Male,OBC,Hostel,1
STU1272,95.4,47.8,40.3,4.03,0,41.5,5,5,1,13403.0,0,17.4,1,0,0,Female,General,Day Scholar,0
STU1273,78.2,60.6,44.7,4.47,0,70.8,5,1,0,11984.0,0,5.6,1,0,0,Female,ST,Hostel,0
STU1274,63.3,40.4,29.7,2.97,1,74.5,8,3,1,14497.0,0,16.6,0,0,0,Female,General,Hostel,0
STU1275,84.9,40.5,60.4,6.04,0,94.8,6,4,0,26173.0,0,10.4,0,0,0,Female,OBC,Day Scholar,0
STU1276,81.0,72.2,52.4,5.24,0,58.4,6,4,0,13068.0,0,24.4,0,0,0,Male,SC,Day Scholar,0
STU1277,69.0,39.3,46.5,4.65,2,79.1,7,5,0,48784.0,0,9.5,1,0,0,Male,SC,Hostel,0
STU1278,79.0,72.0,60.9,6.09,2,86.3,5,2,1,26221.0,0,2.5,0,0,0,Male,OBC,Day Scholar,0
STU1279,72.2,68.3,67.8,6.78,0,72.0,5,4,0,20308.0,0,20.8,0,0,0,Female,OBC,Hostel,0
STU1280,79.7,28.9,95.5,9.55,1,39.9,7,5,0,16324.0,1,18.3,0,1,41,Male,ST,Hostel,1
STU1281,87.9,47.8,37.8,3.78,1,95.2,4,4,0,36824.0,0,43.1,0,1,47,Female,General,Hostel,0
STU1282,100.0,81.5,80.6,8.06,1,89.9,4,6,0,40200.0,0,1.2,1,0,0,Male,SC,Day Scholar,0
STU1283,59.4,42.3,77.6,7.76,0,79.6,6,4,0,8984.0,1,10.7,0,1,46,Male,EWS,Hostel,1
STU1284,100.0,51.6,49.5,4.95,2,75.8,6,3,0,11836.0,0,8.1,0,0,0,Female,General,Day Scholar,0
STU1285,48.7,68.3,65.3,6.53,1,39.4,4,2,1,26391.0,0,13.3,0,0,0,Female,EWS,Hostel,0
STU1286,75.7,74.1,54.7,5.47,0,90.5,3,3,0,31635.0,0,47.1,1,0,0,Male,SC,Hostel,0
STU1287,86.8,55.5,65.0,6.5,0,100.0,3,2,0,15060.0,1,9.1,0,0,0,Male,OBC,Hostel,0
STU1288,82.2,49.2,86.1,8.61,1,52.7,10,3,1,11551.0,1,13.9,0,0,0,Male,General,Day Scholar,1
STU1289,68.7,85.6,71.7,7.17,0,100.0,6,3,1,18905.0,0,5.1,1,0,0,Female,ST,Hostel,1
STU1290,74.9,91.3,70.1,7.01,1,97.6,6,3,0,43740.0,0,4.3,0,1,42,Female,General,Day Scholar,1
STU1291,70.6,77.6,55.1,5.51,1,52.1,4,3,0,18483.0,0,4.9,0,0,0,Male,OBC,Day Scholar,0
STU1292,69.2,61.5,38.3,3.83,1,67.1,1,3,1,8448.0,1,0.5,0,0,0,Male,SC,Hostel,1
STU1293,90.7,45.5,58.7,5.87,1,47.1,5,5,0,19259.0,1,4.0,1,1,41,Male,SC,Day Scholar,1
STU1294,83.4,45.1,81.3,8.13,2,73.7,7,2,0,28844.0,1,2.3,0,0,0,Male,General,Hostel,1
STU1295,67.6,69.4,37.6,3.76,0,84.0,4,3,0,16970.0,0,7.3,0,0,0,Male,General,Hostel,0
STU1296,91.5,67.5,45.1,4.51,2,48.6,3,4,1,38365.0,0,7.4,0,0,0,Female,SC,Hostel,0
STU1297,82.6,85.2,64.0,6.4,1,82.7,5,3,0,30318.0,0,17.4,0,0,0,Female,OBC,Day Scholar,0
STU1298,90.2,71.7,46.2,4.62,2,87.8,7,6,0,17378.0,1,8.4,0,0,0,Male,General,Hostel,0
STU1299,87.4,32.9,49.3,4.93,2,88.1,9,4,0,18507.0,0,7.5,1,0,0,Male,General,Day Scholar,0
STU1300,65.6,78.9,55.2,5.52,0,84.1,2,4,1,5973.0,0,3.2,0,0,0,Male,OBC,Hostel,0
STU1301,69.6,42.0,40.2,4.02,3,50.4,6,3,0,37277.0,1,23.0,1,1,50,Male,OBC,Day Scholar,1
STU1302,89.2,53.1,46.4,4.64,0,72.6,2,4,1,14799.0,0,1.1,0,0,0,Female,ST,Day Scholar,0
STU1303,87.2,64.5,73.3,7.33,2,82.0,3,5,1,14186.0,1,48.4,1,0,0,Male,General,Hostel,1
STU1304,77.7,95.9,41.1,4.11,1,100.0,5,2,0,12966.0,1,7.8,1,0,0,Male,ST,Day Scholar,0
STU1305,79.8,100.0,36.4,3.64,1,75.0,3,4,1,23719.0,0,2.5,0,1,38,Male,ST,Hostel,0
STU1306,97.2,70.9,51.9,5.19,5,83.5,4,3,0,9162.0,1,5.2,1,0,0,Male,OBC,Hostel,0
STU1307,69.1,56.7,73.7,7.37,1,56.4,5,2,1,9992.0,1,0.2,0,0,0,Male,General,Day Scholar,1
STU1308,86.2,69.6,58.8,5.88,1,51.9,4,6,1,17474.0,0,2.2,0,0,0,Female,EWS,Hostel,0
STU1309,75.0,76.0,54.6,5.46,3,49.3,5,5,1,12383.0,1,4.9,0,0,0,Female,General,Day Scholar,1
STU1310,74.7,54.2,62.7,6.27,0,66.6,2,5,1,22052.0,1,9.7,0,0,0,Male,OBC,Hostel,0
STU1311,94.5,92.3,34.1,3.41,1,100.0,4,4,1,12658.0,1,1.7,1,0,0,Female,OBC,Hostel,0
STU1312,90.4,64.1,69.9,6.99,1,67.0,5,5,0,46959.0,1,13.5,0,1,52,Female,SC,Hostel,0
STU1313,90.2,69.0,68.1,6.81,1,82.3,6,5,0,27339.0,0,22.3,0,1,37,Female,OBC,Day Scholar,0
STU1314,97.6,72.0,55.5,5.55,2,86.1,10,1,0,27134.0,0,10.2,0,1,37,Female,OBC,Hostel,0
STU1315,78.3,67.6,78.1,7.81,0,53.2,5,5,0,12544.0,1,4.2,0,0,0,Female,ST,Hostel,0
STU1316,88.2,75.1,44.0,4.4,0,66.3,6,2,1,76375.0,0,1.6,1,0,0,Male,EWS,Day Scholar,0
STU1317,73.3,48.9,80.0,8.0,2,87.5,7,5,0,13858.0,1,0.2,1,0,0,Male,OBC,Hostel,0
STU1318,82.9,50.0,64.5,6.45,1,83.6,4,0,0,11751.0,0,15.8,0,0,0,Female,OBC,Day Scholar,0
STU1319,76.0,40.2,56.6,5.66,1,35.1,7,3,1,27558.0,1,11.9,0,0,0,Female,SC,Day Scholar,0
STU1320,79.5,67.9,61.7,6.17,2,86.9,6,3,1,20275.0,0,7.8,0,0,0,Male,SC,Day Scholar,0
STU1321,86.9,74.0,60.3,6.03,1,64.0,2,8,1,11037.0,0,1.3,0,0,0,Female,General,Day Scholar,0
STU1322,65.7,68.2,81.5,8.15,2,64.5,3,5,1,67340.0,1,2.8,0,1,46,Male,OBC,Hostel,0
STU1323,100.0,90.1,44.8,4.48,0,83.1,4,3,0,32382.0,1,20.3,0,0,0,Female,General,Hostel,0
STU1324,62.9,59.9,49.8,4.98,3,100.0,4,3,1,18077.0,0,7.8,1,0,0,Female,OBC,Hostel,0
STU1325,59.8,72.0,78.6,7.86,0,71.0,5,3,0,76166.0,0,39.5,0,1,48,Male,SC,Hostel,0
STU1326,95.4,40.3,52.5,5.25,3,98.6,7,4,1,29333.0,1,100.0,0,1,42,Female,General,Hostel,0
STU1327,89.9,53.0,76.4,7.64,0,46.2,3,2,0,17905.0,1,19.4,1,0,0,Male,General,Day Scholar,0
STU1328,87.4,72.5,89.2,8.92,2,77.6,3,3,1,70888.0,0,3.6,0,0,0,Male,OBC,Day Scholar,0
STU1329,87.4,75.3,55.6,5.56,1,64.2,6,5,0,26779.0,0,3.2,0,1,47,Female,SC,Hostel,0
STU1330,77.8,54.7,72.9,7.29,0,80.6,3,4,0,26086.0,0,3.5,0,0,0,Male,SC,Hostel,0
STU1331,64.5,58.7,43.5,4.35,0,69.1,9,5,1,14303.0,1,51.9,0,1,30,Male,General,Hostel,1
STU1332,79.1,32.7,74.1,7.41,0,48.2,7,3,1,18576.0,0,4.9,1,0,0,Female,General,Hostel,0
STU1333,67.8,53.6,65.2,6.52,1,57.3,5,5,1,14095.0,0,14.7,0,0,0,Female,OBC,Day Scholar,0
STU1334,92.6,76.0,69.6,6.96,1,42.1,6,10,0,42781.0,0,38.3,1,0,0,Male,OBC,Day Scholar,0
STU1335,75.8,70.4,51.7,5.17,0,48.9,6,3,0,6866.0,1,20.6,1,0,0,Female,OBC,Hostel,0
STU1336,65.6,69.0,35.4,3.54,0,84.6,3,3,0,40926.0,1,10.9,0,1,39,Male,OBC,Day Scholar,0
STU1337,73.2,60.9,70.1,7.01,1,70.0,8,4,0,10653.0,0,2.2,0,0,0,Female,OBC,Day Scholar,0
STU1338,84.2,60.1,29.0,2.9,0,79.6,10,0,0,17418.0,0,2.3,0,0,0,Male,OBC,Day Scholar,1
STU1339,69.5,48.1,56.9,5.69,3,100.0,6,5,1,15106.0,1,8.1,0,0,0,Female,ST,Hostel,0
STU1340,65.7,72.6,77.1,7.71,0,69.1,7,5,0,13199.0,0,36.4,0,1,48,Female,ST,Hostel,0
STU1341,81.7,67.6,65.1,6.51,1,87.7,2,3,1,27279.0,0,28.2,0,1,46,Male,General,Day Scholar,0
STU1342,81.7,68.9,93.2,9.32,1,75.6,5,2,0,17978.0,1,2.2,0,0,0,Male,OBC,Day Scholar,0
STU1343,70.4,50.5,78.4,7.84,1,100.0,8,3,0,12081.0,1,4.1,1,1,43,Male,OBC,Day Scholar,0
STU1344,70.9,21.2,51.5,5.15,3,14.6,6,6,0,19779.0,1,10.7,0,0,0,Female,General,Hostel,0
STU1345,81.5,79.7,62.4,6.24,2,60.6,2,4,1,11877.0,0,7.8,0,0,0,Male,OBC,Hostel,0
STU1346,56.3,51.4,61.2,6.12,3,88.1,3,3,1,13060.0,0,1.5,1,0,0,Female,OBC,Day Scholar,1
STU1347,56.9,44.5,36.7,3.67,2,59.9,10,3,0,7344.0,1,5.5,0,0,0,Male,SC,Day Scholar,0
STU1348,67.2,72.5,47.0,4.7,1,86.3,3,1,0,13764.0,0,37.1,0,1,54,Male,General,Hostel,1
STU1349,74.8,52.9,53.0,5.3,3,73.8,4,5,0,24259.0,0,36.3,1,0,0,Female,General,Day Scholar,1
STU1350,82.7,79.1,29.4,2.94,0,92.3,9,3,1,18440.0,0,9.8,0,1,54,Female,General,Day Scholar,0
STU1351,100.0,71.1,62.8,6.28,2,52.4,2,5,1,53586.0,1,12.1,0,1,32,Female,SC,Day Scholar,0
STU1352,90.9,72.3,58.0,5.8,0,78.5,5,2,0,86482.0,1,3.0,0,0,0,Female,ST,Day Scholar,0
STU1353,75.6,35.4,35.2,3.52,2,84.3,1,6,0,13650.0,0,16.3,0,0,0,Female,OBC,Day Scholar,0
STU1354,77.7,81.8,68.5,6.85,1,77.6,5,5,0,10938.0,0,0.6,0,1,41,Male,OBC,Hostel,0
STU1355,63.0,64.7,73.5,7.35,1,78.0,9,3,0,35521.0,1,3.0,0,0,0,Male,General,Day Scholar,0
STU1356,77.7,53.4,65.6,6.56,0,99.0,2,7,0,22051.0,1,0.1,0,1,49,Male,OBC,Day Scholar,0
STU1357,73.7,62.6,56.8,5.68,1,41.4,5,3,0,35651.0,1,5.8,0,0,0,Female,OBC,Day Scholar,0
STU1358,82.8,28.0,71.5,7.15,0,77.5,6,2,0,22909.0,0,22.8,1,1,42,Male,General,Hostel,1
STU1359,65.6,67.4,72.9,7.29,1,50.8,7,2,0,16049.0,0,48.6,0,1,49,Female,SC,Day Scholar,0
STU1360,85.8,41.5,66.9,6.69,2,90.2,3,6,0,16103.0,1,13.2,0,1,48,Female,General,Day Scholar,0
STU1361,100.0,35.7,48.8,4.88,1,58.2,7,4,0,23381.0,1,16.4,1,0,0,Female,SC,Day Scholar,0
STU1362,76.4,32.6,66.4,6.64,0,25.6,7,5,0,15888.0,0,3.7,0,0,0,Male,OBC,Hostel,0
STU1363,84.0,80.0,81.1,8.11,1,90.6,6,6,1,37485.0,0,8.8,0,0,0,Male,EWS,Day Scholar,0
STU1364,88.4,48.7,52.5,5.25,2,69.6,4,6,0,8255.0,0,16.0,0,0,0,Male,General,Hostel,0
STU1365,72.0,87.6,95.6,9.56,0,82.1,10,1,0,37365.0,0,8.3,1,0,0,Male,General,Hostel,0
STU1366,81.4,50.4,53.6,5.36,0,100.0,6,5,1,5860.0,0,1.1,1,1,62,Male,EWS,Day Scholar,0
STU1367,78.2,29.3,62.5,6.25,1,82.4,8,6,1,19674.0,1,16.2,1,0,0,Male,General,Hostel,0
STU1368,79.5,39.9,51.2,5.12,1,78.4,3,5,0,14785.0,0,3.0,0,0,0,Female,OBC,Hostel,0
STU1369,66.4,82.2,65.6,6.56,2,74.1,6,5,0,7260.0,0,1.2,0,1,33,Female,General,Day Scholar,0
STU1370,78.4,57.2,34.1,3.41,2,52.1,9,4,1,5240.0,0,7.8,0,0,0,Female,OBC,Day Scholar,0
STU1371,85.5,50.1,53.3,5.33,1,70.7,3,5,1,9335.0,1,0.9,1,1,39,Male,OBC,Day Scholar,0
STU1372,99.8,62.9,44.5,4.45,1,100.0,7,1,0,18535.0,1,11.9,0,1,41,Female,SC,Day Scholar,0
STU1373,92.4,69.0,64.2,6.42,4,67.5,4,4,0,12565.0,0,12.3,0,1,38,Female,General,Day Scholar,0
STU1374,100.0,80.1,77.9,7.79,3,71.9,3,9,1,9657.0,0,3.6,0,0,0,Female,SC,Day Scholar,0
STU1375,66.5,86.1,72.3,7.23,2,100.0,9,7,0,40594.0,1,40.1,0,1,41,Female,OBC,Hostel,0
STU1376,91.1,53.5,24.1,2.41,1,44.2,4,3,1,8610.0,0,20.9,0,0,0,Female,OBC,Day Scholar,1
STU1377,80.8,36.1,94.7,9.47,0,87.4,4,6,0,27105.0,0,1.4,0,0,0,Male,OBC,Day Scholar,0
STU1378,100.0,52.6,66.7,6.67,0,43.2,3,2,1,10579.0,1,16.6,0,1,53,Female,EWS,Day Scholar,1
STU1379,65.9,64.7,49.6,4.96,1,83.0,2,5,0,9194.0,0,5.2,0,0,0,Female,SC,Hostel,0
STU1380,65.4,42.7,64.5,6.45,2,74.6,3,4,0,12553.0,1,16.6,0,0,0,Male,General,Hostel,1
STU1381,69.0,42.8,64.8,6.48,1,87.2,6,5,1,26159.0,0,19.4,0,0,0,Male,SC,Day Scholar,0
STU1382,46.1,66.2,51.3,5.13,0,54.8,12,2,0,7920.0,0,2.0,0,0,0,Male,OBC,Hostel,1
STU1383,70.1,59.1,65.2,6.52,3,64.3,7,3,0,21428.0,0,13.0,0,0,0,Female,ST,Day Scholar,0
STU1384,66.6,60.6,52.3,5.23,1,88.3,4,5,1,10133.0,0,23.8,1,1,44,Female,General,Day Scholar,1
STU1385,80.3,46.3,55.5,5.55,0,64.8,7,2,0,11289.0,0,4.7,0,0,0,Female,General,Day Scholar,0
STU1386,83.1,55.9,51.0,5.1,0,90.1,5,6,0,22934.0,1,1.0,0,1,52,Male,OBC,Hostel,0
STU1387,100.0,43.4,39.1,3.91,0,79.2,8,4,0,66442.0,0,0.3,0,0,0,Male,SC,Day Scholar,0
STU1388,92.3,76.0,64.3,6.43,1,66.1,4,2,0,10440.0,0,1.4,0,0,0,Female,General,Day Scholar,0
STU1389,69.3,78.6,71.4,7.14,2,68.7,7,2,1,27776.0,1,0.1,0,1,63,Male,General,Hostel,1
STU1390,64.5,26.8,70.2,7.02,0,75.1,5,5,1,14949.0,1,4.8,1,0,0,Male,SC,Hostel,0
STU1391,85.4,43.3,75.1,7.51,1,70.6,2,2,0,13564.0,1,4.3,0,0,0,Female,General,Hostel,0
STU1392,58.2,33.1,67.2,6.72,2,89.6,4,2,0,34297.0,1,1.4,1,0,0,Female,General,Hostel,0
STU1393,100.0,48.3,53.5,5.35,1,67.6,6,4,0,10871.0,0,12.6,1,0,0,Female,SC,Day Scholar,0
STU1394,95.7,58.5,75.4,7.54,1,63.5,6,5,1,9023.0,0,57.8,0,0,0,Male,ST,Hostel,0
STU1395,71.0,33.9,40.3,4.03,0,93.2,4,3,1,23768.0,0,27.7,0,0,0,Male,SC,Day Scholar,0
STU1396,52.3,43.4,47.6,4.76,0,66.6,3,4,1,46951.0,1,3.5,0,0,0,Female,OBC,Day Scholar,0
STU1397,98.3,41.9,46.6,4.66,1,64.2,4,4,1,28282.0,0,17.6,0,0,0,Male,General,Hostel,0
STU1398,76.3,63.7,79.3,7.93,0,25.3,5,5,0,7753.0,0,33.1,1,1,45,Male,SC,Day Scholar,0
STU1399,96.6,61.2,77.1,7.71,3,54.2,7,3,0,12466.0,0,28.4,1,0,0,Male,General,Hostel,0
STU1400,54.1,47.0,69.8,6.98,2,58.2,10,3,0,32460.0,0,25.9,0,1,39,Male,General,Day Scholar,0
STU1401,69.0,63.2,79.2,7.92,2,64.2,7,6,0,46568.0,0,18.5,0,0,0,Male,General,Hostel,1
STU1402,78.1,50.2,47.9,4.79,0,60.6,5,5,0,20686.0,0,4.2,0,1,40,Male,SC,Day Scholar,0
STU1403,78.7,55.1,67.6,6.76,1,94.7,3,8,1,12740.0,0,1.0,0,0,0,Male,OBC,Day Scholar,0
STU1404,71.2,90.1,60.0,6.0,3,59.5,4,2,0,48417.0,0,8.0,0,0,0,Male,ST,Hostel,0
STU1405,87.3,84.1,75.6,7.56,0,61.0,4,6,0,17244.0,0,0.7,1,0,0,Male,General,Hostel,1
STU1406,62.0,36.6,60.2,6.02,2,78.1,8,6,0,12538.0,1,77.8,0,0,0,Female,SC,Day Scholar,0
STU1407,75.9,74.9,55.8,5.58,1,53.0,8,6,1,11328.0,1,5.3,0,1,42,Male,OBC,Hostel,0
STU1408,79.8,74.6,70.7,7.07,0,100.0,4,4,0,8804.0,0,38.1,0,0,0,Male,General,Day Scholar,0
STU1409,85.7,39.3,76.0,7.6,0,91.0,4,4,0,98730.0,1,17.8,1,0,0,Male,OBC,Day Scholar,0
STU1410,88.7,74.7,51.3,5.13,0,51.6,8,4,0,42301.0,0,6.4,1,1,54,Male,SC,Day Scholar,1
STU1411,61.1,87.7,61.0,6.1,0,95.3,4,1,1,12164.0,0,1.5,1,0,0,Male,OBC,Day Scholar,1
STU1412,55.0,39.8,45.1,4.51,1,99.4,6,2,0,50975.0,1,3.2,0,0,0,Male,General,Hostel,0
STU1413,97.2,43.5,22.0,2.2,2,52.2,6,5,1,24834.0,0,13.4,0,0,0,Male,ST,Day Scholar,0
STU1414,83.0,78.3,65.2,6.52,3,51.7,1,5,0,23968.0,0,21.3,0,0,0,Male,General,Hostel,0
STU1415,66.8,64.9,71.7,7.17,0,62.8,5,5,1,11722.0,1,46.6,0,0,0,Male,EWS,Hostel,1
STU1416,100.0,69.9,66.2,6.62,4,46.7,3,3,1,13247.0,0,1.7,1,1,38,Male,SC,Day Scholar,1
STU1417,79.7,66.1,30.8,3.08,1,59.4,9,4,0,17580.0,0,2.0,0,0,0,Male,OBC,Day Scholar,0
STU1418,95.7,67.0,56.4,5.64,0,67.0,4,8,0,5545.0,1,0.5,0,0,0,Male,General,Day Scholar,0
STU1419,79.0,36.1,26.5,2.65,1,85.1,8,7,0,13466.0,0,3.6,1,1,40,Female,OBC,Day Scholar,1
STU1420,100.0,78.9,83.9,8.39,2,76.6,8,1,1,18082.0,1,20.6,0,1,62,Male,OBC,Day Scholar,0
STU1421,100.0,81.1,44.6,4.46,3,72.0,2,5,0,39565.0,0,2.7,0,0,0,Female,General,Hostel,0
STU1422,74.3,55.9,82.1,8.21,1,65.3,6,5,0,12457.0,0,9.5,0,0,0,Female,General,Day Scholar,0
STU1423,92.6,59.2,77.1,7.71,1,48.8,9,2,0,29357.0,0,7.1,0,0,0,Male,General,Hostel,0
STU1424,87.7,32.4,47.6,4.76,1,86.8,4,6,1,5238.0,0,4.7,1,1,43,Female,General,Hostel,0
STU1425,98.5,69.3,43.9,4.39,1,86.4,4,3,0,36323.0,1,11.6,1,1,45,Female,General,Day Scholar,0
STU1426,63.5,70.3,67.6,6.76,2,62.7,6,4,0,10507.0,1,8.4,0,0,0,Male,General,Day Scholar,1
STU1427,88.3,58.9,48.5,4.85,0,53.0,13,1,0,19500.0,0,4.9,0,1,42,Male,SC,Day Scholar,0
